
27.368,0.25,0.40,0.85
27.463,0.20,0.40,0.80
27.604,0.10,0.40,0.95
27.696,0.05,0.40,0.90
27.790,0.10,0.30,0.85
27.885,0.05,0.30,0.85
28.026,0.00,0.25,0.90
28.118,-0.10,0.25,1.00
28.212,-0.10,0.10,0.90
28.305,-0.10,0.10,0.95
28.445,-0.20,0.00,0.95
28.539,-0.20,-0.05,1.05
28.632,-0.05,-0.15,0.85
28.726,-0.05,-0.20,0.90
28.866,0.15,-0.20,0.90
28.962,0.00,-0.20,0.90
29.055,0.05,-0.20,1.00
29.150,0.20,-0.15,1.00
29.246,0.25,-0.25,0.85
29.388,0.30,-0.15,0.90
29.482,0.30,-0.15,0.95
29.576,0.25,-0.10,0.90
29.668,0.35,-0.15,0.75
29.808,0.30,0.00,0.90
29.901,0.30,0.00,0.90
29.996,0.45,0.05,0.30
30.087,0.20,0.05,0.95
30.181,0.20,0.05,0.95
30.321,0.20,0.05,1.00
30.414,0.20,0.05,0.65
30.506,0.15,0.05,1.25
30.601,0.20,0.00,1.00
30.741,0.15,0.00,1.00
30.834,0.10,0.00,1.05
30.928,0.10,0.00,1.00
31.022,0.05,0.05,1.00
31.161,0.10,0.05,1.25
31.256,0.10,0.00,1.00
31.349,0.00,0.05,1.00
31.442,0.00,0.05,1.50
31.583,0.00,0.00,1.00
31.676,0.00,0.00,1.00
31.770,-0.05,-0.05,0.80
31.864,0.00,0.00,1.15
31.959,0.00,0.00,1.05
32.102,0.00,0.00,0.95
32.197,0.00,-0.05,1.05
32.292,0.00,0.05,0.95
32.386,0.00,0.05,0.95
32.480,0.00,0.00,1.00
32.621,0.00,0.00,1.05
32.715,0.10,0.00,1.00
32.808,0.15,-0.05,1.05
32.902,0.00,0.05,1.00
